"","x"
"1642","mKIAA0383"
"1643","Myst4	
A0A2R8VHV2	A0A2R8VHV2_MOUSE	Pfkm	ENSMUST00000229344;	Pfkm	
Q3V1I7	Q3V1I7_MOUSE	Tsc22d2		Tsc22d2	
A0A0G2JH17	A0A0G2JH17_MOUSE	Ints1	ENSMUST00000200393;	Ints1	68510;
Q3UC68	Q3UC68_MOUSE	Sdcbp		Sdcbp	
Q3TI19	Q3TI19_MOUSE	Mtx2		Mtx2	
Q3UMC8	Q3UMC8_MOUSE	Stam		Stam	
Q3UXD8	Q3UXD8_MOUSE	Rps6kb1		Rps6kb1	72508;
E9QNX7	E9QNX7_MOUSE	Atp4a	ENSMUST00000005692;	Atp4a	11944;
A0A3B2W7E4	A0A3B2W7E4_MOUSE	Stk38	ENSMUST00000156732;	Stk38	
Q3T9R0	Q3T9R0_MOUSE	Trim30b		Trim30b	
B1AZA0	B1AZA0_MOUSE	Gm14525	ENSMUST00000119649;	Gm14525	100039120;
Q811F8	Q811F8_MOUSE	Dars2		Dars2	
A0A0U1RNL7	A0A0U1RNL7_MOUSE	Bckdk	ENSMUST00000206745;	Bckdk	
E9PW24	E9PW24_MOUSE	Plec	ENSMUST00000169289;	Plec	
F6TNN8	F6TNN8_MOUSE	Slc22a5	ENSMUST00000152084;	Slc22a5	
A0A0A6YXB2	A0A0A6YXB2_MOUSE	Fcrl1	ENSMUST00000191666;	Fcrl1	
B0G0Y1	B0G0Y1_MOUSE	Cyp4a12b		Cyp4a12b	13118;
F6XET4	F6XET4_MOUSE	Gm17428	ENSMUST00000085949;	Gm17428	
Q3TPI4	Q3TPI4_MOUSE	Tram1		Tram1	
A0A1Y7VM65	A0A1Y7VM65_MOUSE	Glrx	ENSMUST00000220523;	Glrx	
F6YI06	F6YI06_MOUSE	Rab11fip4	ENSMUST00000155381;	Rab11fip4	
Q6DIB3	Q6DIB3_MOUSE	Slc23a4		Slc23a4"
"1644","2010107G12Rik"
"1645","Gm468	243753;
A0A1Y7VJS4	A0A1Y7VJS4_MOUSE	Slc35d2	ENSMUST00000222168;	Slc35d2	
Q3U251	Q3U251_MOUSE	Gm19269		Gm19269	
Q9CUA5	Q9CUA5_MOUSE	Hyal5		Hyal5	
A0A338P6T9	A0A338P6T9_MOUSE	Ifnar1	ENSMUST00000232509;	Ifnar1	
A0A1B0GS91	A0A1B0GS91_MOUSE	Svil	ENSMUST00000210707;	Svil	
A0A140LJ22	A0A140LJ22_MOUSE	Tbc1d17	ENSMUST00000208714;	Tbc1d17	
A0A3B2W829	A0A3B2W829_MOUSE	Wtap	ENSMUST00000161901;	Wtap	
Q3UPK0	Q3UPK0_MOUSE	Smarcc1		Smarcc1	20588;
D3Z210	D3Z210_MOUSE	Otud7b	ENSMUST00000138206;	Otud7b	
E9PY03	E9PY03_MOUSE	Tstd1	ENSMUST00000171362;	Tstd1	226654;
E9Q3I6	E9Q3I6_MOUSE	Mapk4	ENSMUST00000159162;	Mapk4	
A2A7R6	A2A7R6_MOUSE	Hpca	ENSMUST00000135763;	Hpca	
Q6P9K2	Q6P9K2_MOUSE	Zfhx3		Zfhx3"
"1646","Atbf1	
A0A1Y7VIT7	A0A1Y7VIT7_MOUSE	Agtr1a	ENSMUST00000222370;	Agtr1a	
A0A2I3BRW5	A0A2I3BRW5_MOUSE	Dop1b	ENSMUST00000226836;	Dop1b"
"1647","Dopey2	
Q8C4W7	Q8C4W7_MOUSE	A730085E03Rik		A730085E03Rik	
F7D5Q6	F7D5Q6_MOUSE	Mid1ip1	ENSMUST00000144356;	Mid1ip1	
A2ASX3	A2ASX3_MOUSE	Grb14	ENSMUST00000150643;	Grb14	
A2ADB1	A2ADB1_MOUSE	Spen	ENSMUST00000078886;	Spen	56381;
Q3TK98	Q3TK98_MOUSE	Zfp62		Zfp62	
F8VPJ7	F8VPJ7_MOUSE	Cep63	ENSMUST00000093791;	Cep63	28135;
D3Z3M3	D3Z3M3_MOUSE	Vmn2r121	ENSMUST00000096791;	Vmn2r121	
Q80WF2	Q80WF2_MOUSE	Ifitm6		Ifitm6	
G3UWL2	G3UWL2_MOUSE	Ppp2r1a	ENSMUST00000147983;	Ppp2r1a	
A0A286YCD7	A0A286YCD7_MOUSE	Adk	ENSMUST00000223915;	Adk	
A0A494B9Q1	A0A494B9Q1_MOUSE	Btbd9	ENSMUST00000236584;	Btbd9	
A0A338P6E4	A0A338P6E4_MOUSE	Slc51a	ENSMUST00000231690;	Slc51a	
A0A0A0MQG9	A0A0A0MQG9_MOUSE	Phyhd1	ENSMUST00000139719;	Phyhd1	
A0A0G2JGP4	A0A0G2JGP4_MOUSE	Nras	ENSMUST00000199049;	Nras	
E9Q8Y9	E9Q8Y9_MOUSE	Lrrtm4	ENSMUST00000136421;	Lrrtm4	243499;
A0A087WQM7	A0A087WQM7_MOUSE	Cnppd1	ENSMUST00000189809;	Cnppd1	
Q5SVF8	Q5SVF8_MOUSE	Thoc5	ENSMUST00000142543;	Thoc5	
F6XSM7	F6XSM7_MOUSE	Cttnbp2	ENSMUST00000141581;	Cttnbp2	
Q3UUM5	Q3UUM5_MOUSE	Mks1		Mks1"
"1648","AK190930	
Q8CHH7	Q8CHH7_MOUSE	Gcn1		Gcn1"
"1649","Gcn1l1"
"1650","mKIAA0219	
A0A494B962	A0A494B962_MOUSE	Sil1	ENSMUST00000237309;	Sil1	
E9Q2J2	E9Q2J2_MOUSE	Tmed5	ENSMUST00000061203;	Tmed5	
A0A494BBC1	A0A494BBC1_MOUSE	Dpp3	ENSMUST00000235781;	Dpp3	
L7N1Z7	L7N1Z7_MOUSE	Vmn2r2	ENSMUST00000077958;	Vmn2r2	100125586;
B7ZWE9	B7ZWE9_MOUSE	Fam92b		Fam92b	
V9GXR6	V9GXR6_MOUSE	Tcf12	ENSMUST00000184072;	Tcf12	
C7B5Q3	C7B5Q3_MOUSE	Sox9		Sox9	
Q9CZJ3	Q9CZJ3_MOUSE	Ufd1		Ufd1"
"1651","Ufd1l	
A0A0M3HEP6	A0A0M3HEP6_MOUSE	Cadps2	ENSMUST00000069074;	Cadps2	
Q6P5H4	Q6P5H4_MOUSE	Kif1a		Kif1a	16560;
Q6TDG7	Q6TDG7_MOUSE	Ets1		Ets1	
A0A0G2JG47	A0A0G2JG47_MOUSE	Ubap2l	ENSMUST00000196633;	Ubap2l	
Q61943	Q61943_MOUSE				
E9PUB2	E9PUB2_MOUSE	Bri3	ENSMUST00000110695;	Bri3	55950;
A0A087WQT4	A0A087WQT4_MOUSE	Tardbp	ENSMUST00000147391;	Tardbp	
A0A3Q4L2U8	A0A3Q4L2U8_MOUSE	Kank3	ENSMUST00000234426;	Kank3	
A0A1D5RLW5	A0A1D5RLW5_MOUSE	Rpl18a	ENSMUST00000212709;	Rpl18a	
J3QJV1	J3QJV1_MOUSE	Elp5	ENSMUST00000142788;	Elp5	
A0A0U5J3Y4	A0A0U5J3Y4_MOUSE	Tnfsf18		Tnfsf18"
"1652","Tnlg2a	
Q3UU70	Q3UU70_MOUSE	Cd2		Cd2	
A2AIA8	A2AIA8_MOUSE	Il1f5	ENSMUST00000123053;	Il1f5	
Q1XGY5	Q1XGY5_MOUSE	Frem2		Frem2	
J3QQ10	J3QQ10_MOUSE	Gm7102	ENSMUST00000180168;	Gm7102	633057;
Q8CC69	Q8CC69_MOUSE	Zdhhc14		Zdhhc14	
Q9D252	Q9D252_MOUSE	Slc35e3		Slc35e3	
D3YZ04	D3YZ04_MOUSE	Dcaf11	ENSMUST00000143431;	Dcaf11	
S4R1J9	S4R1J9_MOUSE	Ank2	ENSMUST00000182959;	Ank2	
A0A087WQD2	A0A087WQD2_MOUSE	2010315B03Rik	ENSMUST00000185949;	2010315B03Rik	
M9MMJ5	M9MMJ5_MOUSE	Skint2	ENSMUST00000058791;	Skint2	329919;
Q5XK21	Q5XK21_MOUSE	Trps1		Trps1	
D3YVA1	D3YVA1_MOUSE	Clec16a	ENSMUST00000150894;	Clec16a	
A0A3B2WCN5	A0A3B2WCN5_MOUSE	Vmn2r105	ENSMUST00000232803;	Vmn2r105	
A0A494B9Q0	A0A494B9Q0_MOUSE	Cbwd1	ENSMUST00000236250;	Cbwd1	
A0A2I3BQG1	A0A2I3BQG1_MOUSE	Hlcs	ENSMUST00000227698;	Hlcs	
Q8BZU6	Q8BZU6_MOUSE	Tnfrsf21		Tnfrsf21	
Q6R5G7	Q6R5G7_MOUSE	AY512915		AY512915	
A0A2R8VJM1	A0A2R8VJM1_MOUSE	Aco2	ENSMUST00000157003;	Aco2	
D3YU59	D3YU59_MOUSE	Limch1	ENSMUST00000119854;	Limch1	
Q3UM52	Q3UM52_MOUSE				
D3Z230	D3Z230_MOUSE	Inpp4a	ENSMUST00000137266;	Inpp4a	269180;
Q5SS87	Q5SS87_MOUSE	Phf12	ENSMUST00000153428;	Phf12	
A0A0N4SWH5	A0A0N4SWH5_MOUSE	Raf1	ENSMUST00000203759;	Raf1	
Q8BJD4	Q8BJD4_MOUSE				
F8VQK3	F8VQK3_MOUSE	Gucy1a2	ENSMUST00000115733;	Gucy1a2	234889;
D6REH2	D6REH2_MOUSE	Psmf1	ENSMUST00000155939;	Psmf1	
X5J5P2	X5J5P2_MOUSE				
Q0VDT7	Q0VDT7_MOUSE	Nr1h5		Nr1h5	
O54741	O54741_MOUSE	lama3		lama3	
Q571A1	Q571A1_MOUSE	Cpne1		Cpne1"
"1653","mKIAA0765	
D3Z473	D3Z473_MOUSE	Nr3c2	ENSMUST00000109911;	Nr3c2	
B0FLL3	B0FLL3_MOUSE	Pfkfb2		Pfkfb2	
F7D3W5	F7D3W5_MOUSE	Gm45837	ENSMUST00000084894;	Gm45837	
A0A3Q4EGL6	A0A3Q4EGL6_MOUSE	Gfer	ENSMUST00000234235;	Gfer	11692;
A0A1L1SRU3	A0A1L1SRU3_MOUSE	Gpr19	ENSMUST00000204908;	Gpr19	
F7CAT1	F7CAT1_MOUSE	Fkbp4	ENSMUST00000151796;	Fkbp4	
A0A1B0GSY7	A0A1B0GSY7_MOUSE	Deaf1	ENSMUST00000210816;	Deaf1	
A0A2Z4T3S6	A0A2Z4T3S6_MOUSE	H2-K1		H2-K1	
S4R2C8	S4R2C8_MOUSE	Phf24	ENSMUST00000124380;	Phf24"
"1654","N28178	
Q810Z4	Q810Z4_MOUSE				
A0A023NCS0	A0A023NCS0_MOUSE	cytB		cytB	
Q3TEN5	Q3TEN5_MOUSE	Lef1		Lef1	
A0A1L1SRU4	A0A1L1SRU4_MOUSE	Csrnp1	ENSMUST00000213936;	Csrnp1	
H7BWX6	H7BWX6_MOUSE	Cnot2	ENSMUST00000020374;	Cnot2	72068;
Q3UZ69	Q3UZ69_MOUSE	Tcf12		Tcf12	21406;
A0A0A6YX72	A0A0A6YX72_MOUSE	Ighv15-2	ENSMUST00000195337;	Ighv15-2	
G3UXY6	G3UXY6_MOUSE	Gypc	ENSMUST00000174000;	Gypc	71683;
E9QAR5	E9QAR5_MOUSE	Dlgap1	ENSMUST00000148486;	Dlgap1	224997;
G3UX55	G3UX55_MOUSE	Itgb1bp1	ENSMUST00000173688;	Itgb1bp1	
D3Z2W8	D3Z2W8_MOUSE	Clip3	ENSMUST00000144508;	Clip3	
D3Z3W7	D3Z3W7_MOUSE	Rad9b	ENSMUST00000117263;	Rad9b	
Q3V181	Q3V181_MOUSE	Bpifb3		Bpifb3"
"1655","Rya3	
A0A338P730	A0A338P730_MOUSE	Med15	ENSMUST00000232645;	Med15"
"1656","MED15	94112;
A0A1Y7VLB8	A0A1Y7VLB8_MOUSE	Fancm	ENSMUST00000221838;	Fancm	
A0A338P773	A0A338P773_MOUSE	Bace2	ENSMUST00000231664;	Bace2	
Q3TSA1	Q3TSA1_MOUSE	Cdyl		Cdyl	
F6Y113	F6Y113_MOUSE	Gm1110	ENSMUST00000115261;	Gm1110	382064;
Q3TLG2	Q3TLG2_MOUSE	Akap8l		Akap8l	
E9PWN4	E9PWN4_MOUSE	Zfp738	ENSMUST00000110973;	Zfp738	
Q6ZWY7	Q6ZWY7_MOUSE	Pfdn5		Pfdn5	
B1ATQ7	B1ATQ7_MOUSE	Ern1	ENSMUST00000106799;	Ern1	
A0A2Z4T337	A0A2Z4T337_MOUSE	H2-Ab1		H2-Ab1	
A0A494BB75	A0A494BB75_MOUSE	Wdr26	ENSMUST00000237749;	Wdr26	
Q3V3C8	Q3V3C8_MOUSE	Enpp1		Enpp1	
Q61860	Q61860_MOUSE				
Q9CX23	Q9CX23_MOUSE	Pwwp3a		Pwwp3a"
"1657","Mum1	
A0A494BB00	A0A494BB00_MOUSE	Vwce	ENSMUST00000235938;	Vwce	
E9Q770	E9Q770_MOUSE	Eif4g1	ENSMUST00000142344;	Eif4g1	
A0A0N4SUI4	A0A0N4SUI4_MOUSE	Avl9	ENSMUST00000177249;	Avl9	
D3Z2B2	D3Z2B2_MOUSE	Kng1	ENSMUST00000125790;	Kng1	
Q3TSP1	Q3TSP1_MOUSE	Kif3a		Kif3a	
Q9CW20	Q9CW20_MOUSE	Rangap1		Rangap1	
A0A140LJ15	A0A140LJ15_MOUSE	Umod	ENSMUST00000207378;	Umod	
E9Q778	E9Q778_MOUSE	Usp1	ENSMUST00000169053;	Usp1	
Q9CTW2	Q9CTW2_MOUSE	Lipe		Lipe	
Q6P8Z3	Q6P8Z3_MOUSE	Dnajc30		Dnajc30"
"1658","Wbscr18	
Q8K531	Q8K531_MOUSE				
D3Z4M6	D3Z4M6_MOUSE	Robo3	ENSMUST00000115038;	Robo3	19649;
D3Z7S2	D3Z7S2_MOUSE	Rnf25	ENSMUST00000127938;	Rnf25	
A0A0U1RQ84	A0A0U1RQ84_MOUSE	Zfp626	ENSMUST00000205671;	Zfp626	71163;
Q6PB94	Q6PB94_MOUSE	Arfgap1		Arfgap1	228998;
A0A1L1SUI1	A0A1L1SUI1_MOUSE	Dse	ENSMUST00000217051;	Dse	
D3YZ69	D3YZ69_MOUSE	Mtus2	ENSMUST00000110514;	Mtus2	
B1AR31	B1AR31_MOUSE	Dlg4	ENSMUST00000132597;	Dlg4	
A3KMI3	A3KMI3_MOUSE	Rnf43		Rnf43	207742;
E0CXJ4	E0CXJ4_MOUSE	Tgif1	ENSMUST00000134654;	Tgif1	
A0A338P758	A0A338P758_MOUSE	Eif4g1	ENSMUST00000231618;	Eif4g1	
Q3TQJ5	Q3TQJ5_MOUSE	Kif21a		Kif21a	16564;
A0PJE9	A0PJE9_MOUSE	Hdlbp		Hdlbp	
Q4QQN3	Q4QQN3_MOUSE	Hectd4		Hectd4"
"1659","AU042671"
"1660","Gm15800	
A0A0N4SVZ2	A0A0N4SVZ2_MOUSE	Uba3	ENSMUST00000204056;	Uba3	
Q9D5Z9	Q9D5Z9_MOUSE	4833427G06Rik		4833427G06Rik	
A0A1W2P7M1	A0A1W2P7M1_MOUSE	Zwint	ENSMUST00000219352;	Zwint	
D6RHK7	D6RHK7_MOUSE	Sfxn4	ENSMUST00000124921;	Sfxn4	
Q8CAP5	Q8CAP5_MOUSE	Gramd3		Gramd3	
S4R2C4	S4R2C4_MOUSE	Sos2	ENSMUST00000182396;	Sos2	
F6SY96	F6SY96_MOUSE	Azi2	ENSMUST00000123690;	Azi2	
O09119	O09119_MOUSE	Naip-rs1		Naip-rs1	
A0A172Q399	A0A172Q399_MOUSE	Plxdc1		Plxdc1"
"1661","Tem7	
Q3V2J4	Q3V2J4_MOUSE	Gucy2d		Gucy2d	
A0A087WR15	A0A087WR15_MOUSE	Mrgprb1	ENSMUST00000188918;	Mrgprb1	
A0A0G2JDS1	A0A0G2JDS1_MOUSE	Slc15a4	ENSMUST00000198486;	Slc15a4	
A0A087WSC7	A0A087WSC7_MOUSE	Als2	ENSMUST00000160945;	Als2	
Q3UV40	Q3UV40_MOUSE	Gm10372		Gm10372	
Q1MXF8	Q1MXF8_MOUSE	Scn2b		Scn2b"
"1662","SCN2B	72821;
A9X413	A9X413_MOUSE	Las1l		Las1l	
A0A1E1F983	A0A1E1F983_MOUSE	Cytb		Cytb	
A0A1B0GRR5	A0A1B0GRR5_MOUSE	Plpbp	ENSMUST00000211518;	Plpbp"
"1663","Prosc	
G1UCX4	G1UCX4_MOUSE	Saal1		Saal1"
"1664","SPACIA1	78935;
B1AU20	B1AU20_MOUSE	Fgf13	ENSMUST00000119833;	Fgf13	
Q8CJ33	Q8CJ33_MOUSE				
A0A087WQE1	A0A087WQE1_MOUSE	Kcnma1	ENSMUST00000190985;	Kcnma1	
A0A2R8VI94	A0A2R8VI94_MOUSE	Cd47	ENSMUST00000229101;	Cd47	
Q3TSW1	Q3TSW1_MOUSE	Polr3k		Polr3k	67005;
E9Q717	E9Q717_MOUSE	Atxn3	ENSMUST00000161011;	Atxn3	110616;
A0A1W2P7U7	A0A1W2P7U7_MOUSE	Pwp1	ENSMUST00000219256;	Pwp1	
Q3UQY2	Q3UQY2_MOUSE	Pgap1		Pgap1	241062;
G3UXE5	G3UXE5_MOUSE	Ddr1	ENSMUST00000155628;	Ddr1	
Q8BHP1	Q8BHP1_MOUSE	BC051142		BC051142	407788;
A0A0J9YV65	A0A0J9YV65_MOUSE	Tmem140	ENSMUST00000202010;	Tmem140	
J3QMW9	J3QMW9_MOUSE	Btbd35f6	ENSMUST00000179466;	Btbd35f6"
"1665","Gm2964	100040781;
I6L9E4	I6L9E4_MOUSE	Scml2		Scml2	107815;
Q8R1L1	Q8R1L1_MOUSE	Zfp451		Zfp451	
H3BJV1	H3BJV1_MOUSE	Tardbp	ENSMUST00000140897;	Tardbp	
Q8BIL1	Q8BIL1_MOUSE	Zbtb38		Zbtb38	
Q8CJ35	Q8CJ35_MOUSE				
A0A2I3BRY2	A0A2I3BRY2_MOUSE	Mucl2	ENSMUST00000226584;	Mucl2	
F7BCB7	F7BCB7_MOUSE	Zbtb8os	ENSMUST00000106047;	Zbtb8os	
B1AWH6	B1AWH6_MOUSE	Smc2	ENSMUST00000142227;	Smc2	
Q3UTZ0	Q3UTZ0_MOUSE	Fzd6		Fzd6	14368;
B1ATQ4	B1ATQ4_MOUSE	Wdpcp	ENSMUST00000131135;	Wdpcp	
Q3UZH4	Q3UZH4_MOUSE	Elk3		Elk3	
Q8VGF4	Q8VGF4_MOUSE				
Q3TJ97	Q3TJ97_MOUSE	Psmc4		Psmc4	
Q8R1Y7	Q8R1Y7_MOUSE	Apbb1		Apbb1	
A0A087WP27	A0A087WP27_MOUSE	Chrng	ENSMUST00000185763;	Chrng	
F7BCP8	F7BCP8_MOUSE	Arhgef10	ENSMUST00000161162;	Arhgef10	
D3YXC7	D3YXC7_MOUSE	Dnase1	ENSMUST00000157044;	Dnase1	
B5L830	B5L830_MOUSE	Cadm1		Cadm1	
M0QWF0	M0QWF0_MOUSE	Zfp207	ENSMUST00000123726;	Zfp207	
Q5PR75	Q5PR75_MOUSE	Tra2b		Tra2b"
"1666","Sfrs10	
A0A0U1RP58	A0A0U1RP58_MOUSE	Gpi1	ENSMUST00000205865;	Gpi1	
A0A087WPZ8	A0A087WPZ8_MOUSE	Cacna1c	ENSMUST00000188865;	Cacna1c	
Q99KM1	Q99KM1_MOUSE	Zfp612		Zfp612	
A0A0A6YY63	A0A0A6YY63_MOUSE	Parp1	ENSMUST00000194608;	Parp1	
A0A494B9Z1	A0A494B9Z1_MOUSE	Tnk2	ENSMUST00000235751;	Tnk2	
Q9JKQ8	Q9JKQ8_MOUSE				
A0A494BAF3	A0A494BAF3_MOUSE	Cfap43	ENSMUST00000162657;	Cfap43	
Q9CVQ7	Q9CVQ7_MOUSE	Gm9748		Gm9748"
"1667","Pcdh8	
A0A0M3SU23	A0A0M3SU23_MOUSE				
Q8R572	Q8R572_MOUSE	Zfp821		Zfp821	
D3YZ01	D3YZ01_MOUSE	Pld5	ENSMUST00000111166;	Pld5	
E9Q4P5	E9Q4P5_MOUSE	Synj2	ENSMUST00000115785;	Synj2	20975;
Q148T0	Q148T0_MOUSE	Bud23		Bud23"
"1668","Wbscr22	
A0A1Y7VJM8	A0A1Y7VJM8_MOUSE	Zfp934	ENSMUST00000220648;	Zfp934	
D6RJI9	D6RJI9_MOUSE	Mmp12	ENSMUST00000127722;	Mmp12	
E9Q4D4	E9Q4D4_MOUSE	Pkd1l2	ENSMUST00000098375;	Pkd1l2	76645;
K7N678	K7N678_MOUSE	Olfr893	ENSMUST00000093867;	Olfr893	258333;
A0A1L1SRW1	A0A1L1SRW1_MOUSE	Zfp872	ENSMUST00000217301;	Zfp872	
A0A494BB94	A0A494BB94_MOUSE	Pyroxd2	ENSMUST00000237747;	Pyroxd2	
A0A1R3UCH5	A0A1R3UCH5_MOUSE	Klna6		Klna6	
J3QPR3	J3QPR3_MOUSE	Smad6	ENSMUST00000179458;	Smad6	
Q3UCU5	Q3UCU5_MOUSE	Arrb2		Arrb2	
Q80UP1	Q80UP1_MOUSE	Hip1r		Hip1r	
D6RH43	D6RH43_MOUSE	Vps29	ENSMUST00000154686;	Vps29	
E9QLQ9	E9QLQ9_MOUSE	Apc	ENSMUST00000115781;	Apc	
F7B4D5	F7B4D5_MOUSE	Ccdc6	ENSMUST00000135607;	Ccdc6	
Z4YLD0	Z4YLD0_MOUSE	C330007P06Rik	ENSMUST00000115249;	C330007P06Rik	
Q8BJD6	Q8BJD6_MOUSE	Fstl3		Fstl3	
Q9DD05	Q9DD05_MOUSE	Alad		Alad	17025;
A0A140LHX3	A0A140LHX3_MOUSE	Ptov1	ENSMUST00000208682;	Ptov1	
Q6W083	Q6W083_MOUSE	Olfr179		Olfr179	
Q8C534	Q8C534_MOUSE				
Q3UDH0	Q3UDH0_MOUSE	Tpst2		Tpst2	
Q3V2Q2	Q3V2Q2_MOUSE	Sat1		Sat1	20229;
A0A0R4J096	A0A0R4J096_MOUSE	Rorc	ENSMUST00000029795;	Rorc	19885;
Q9DB93	Q9DB93_MOUSE	Mea1		Mea1	
F6S2R9	F6S2R9_MOUSE	Dbr1	ENSMUST00000138002;	Dbr1	
A0A1Y7VLS5	A0A1Y7VLS5_MOUSE	Btbd6	ENSMUST00000223508;	Btbd6	
B2RQN9	B2RQN9_MOUSE	Satl1		Satl1	
A0A1L1SQ57	A0A1L1SQ57_MOUSE	Fam118b	ENSMUST00000214230;	Fam118b	
G3KG23	G3KG23_MOUSE	Apobec3		Apobec3	
F6YCM8	F6YCM8_MOUSE	Slmap	ENSMUST00000145738;	Slmap	
Q8K533	Q8K533_MOUSE				
I1E4X6	I1E4X6_MOUSE	Plch1	ENSMUST00000059973;	Plch1	
A0A1D5RLI1	A0A1D5RLI1_MOUSE	Cyp2c23	ENSMUST00000211830;	Cyp2c23"
"1669","Cyp2c44	226143;
Q6NXI4	Q6NXI4_MOUSE	Rapgef2		Rapgef2	76089;
Q9Z2R8	Q9Z2R8_MOUSE				
A0A1B0GTA4	A0A1B0GTA4_MOUSE	Bax	ENSMUST00000210392;	Bax	
D6RIQ2	D6RIQ2_MOUSE	Clpb	ENSMUST00000123870;	Clpb	
Q3TLT5	Q3TLT5_MOUSE	Nipa1		Nipa1	
F6WPJ5	F6WPJ5_MOUSE	Zpr1	ENSMUST00000125239;	Zpr1	
Q8BQG0	Q8BQG0_MOUSE	Clcn4		Clcn4"
"1670","Clcn4-2	12727;
A0A1B0GRA7	A0A1B0GRA7_MOUSE	Nup98	ENSMUST00000211005;	Nup98	269966;
B2KGR2	B2KGR2_MOUSE	Lancl1	ENSMUST00000149996;	Lancl1	
Q9D6N4	Q9D6N4_MOUSE	Ttn		Ttn	
A0A0A0MQJ6	A0A0A0MQJ6_MOUSE	Tut4	ENSMUST00000155068;	Tut4"
"1671","Zcchc11	
E9Q5K7	E9Q5K7_MOUSE	Upp1	ENSMUST00000170444;	Upp1	
Q3UQ50	Q3UQ50_MOUSE	Gm10520		Gm10520	
Q05BP7	Q05BP7_MOUSE	Polr1a		Polr1a	
A0A140LJ76	A0A140LJ76_MOUSE	Vstm2a	ENSMUST00000207256;	Vstm2a	
A0A286YCP1	A0A286YCP1_MOUSE	Kcnma1	ENSMUST00000224025;	Kcnma1	
D3Z7M6	D3Z7M6_MOUSE	Crem	ENSMUST00000154715;	Crem	12916;
Q8VH52	Q8VH52_MOUSE	Eif3f		Eif3f"
"1672","Eif3s5	
Q8BW15	Q8BW15_MOUSE	Chchd10		Chchd10"
"1673","Ndg2	
F6VSI0	F6VSI0_MOUSE	Plxna2	ENSMUST00000135664;	Plxna2	
A0A1B0GRJ2	A0A1B0GRJ2_MOUSE	Paox	ENSMUST00000211757;	Paox	
Q3UH19	Q3UH19_MOUSE	Mapt		Mapt	17762;
D3YVC0	D3YVC0_MOUSE	Gramd2	ENSMUST00000123914;	Gramd2	
A0A0G2JEY2	A0A0G2JEY2_MOUSE	Traj49	ENSMUST00000199452;	Traj49	
F6VVN1	F6VVN1_MOUSE	Fnbp1	ENSMUST00000128500;	Fnbp1	
A2AQ77	A2AQ77_MOUSE	Slc39a12	ENSMUST00000133258;	Slc39a12	
A0A0R4J1Y8	A0A0R4J1Y8_MOUSE	Nfya	ENSMUST00000159063;	Nfya	18044;
V9GXK3	V9GXK3_MOUSE	Nedd4	ENSMUST00000184333;	Nedd4	
Q923Z9	Q923Z9_MOUSE	Fzd2		Fzd2	
A0A338P6Z1	A0A338P6Z1_MOUSE	Ccdc116	ENSMUST00000231597;	Ccdc116	
G3UYU1	G3UYU1_MOUSE	Vmn2r30	ENSMUST00000174368;	Vmn2r30	
Q8C962	Q8C962_MOUSE				
Q99L95	Q99L95_MOUSE				
D3Z6C2	D3Z6C2_MOUSE	E430018J23Rik	ENSMUST00000074249;	E430018J23Rik	
F6YP03	F6YP03_MOUSE	Caprin1	ENSMUST00000143349;	Caprin1	
Q80VA2	Q80VA2_MOUSE	Fat1		Fat1"
"1674","Fath	
Q8BPJ8	Q8BPJ8_MOUSE	Samd10		Samd10	
A0A140LIT3	A0A140LIT3_MOUSE	Plekha1	ENSMUST00000136963;	Plekha1	
A0A075B5J7	A0A075B5J7_MOUSE	Igkv14-130	ENSMUST00000103307;	Igkv14-130	
B7ZCU4	B7ZCU4_MOUSE	Abi1	ENSMUST00000093171;	Abi1	11308;
A0A288CFY5	A0A288CFY5_MOUSE	Olfr1289	ENSMUST00000120021;	Olfr1289"
"1675","Olfr1293-ps	
Q8C0E7	Q8C0E7_MOUSE	Erbb2		Erbb2	
A0A494BB22	A0A494BB22_MOUSE	Pacs1	ENSMUST00000237463;	Pacs1	
E9Q2P6	E9Q2P6_MOUSE	Alg13	ENSMUST00000145724;	Alg13	
D3Z593	D3Z593_MOUSE	Adgrl3	ENSMUST00000118034;	Adgrl3	
A0A1D5RMD6	A0A1D5RMD6_MOUSE	Tk2	ENSMUST00000212209;	Tk2	
A0A2Z4SX83	A0A2Z4SX83_MOUSE	H2-D1		H2-D1	
O88192	O88192_MOUSE	Pcdha12		Pcdha12"
"1676","CNR5	
A0A0R4J1H1	A0A0R4J1H1_MOUSE	Rad51ap1	ENSMUST00000112220;	Rad51ap1	19362;
E0CXW3	E0CXW3_MOUSE	Dpm2	ENSMUST00000140592;	Dpm2	
Q8C9P8	Q8C9P8_MOUSE	Hectd2		Hectd2	
W8W3F5	W8W3F5_MOUSE	Mrgpra4		Mrgpra4"
