"","x"
"48128","Bpifb5"
"48129","BC018465"
"48130","Pou2af1"
"48131","mCG_4163"
"48132","S100a9"
"48133","mCG_22214"
"48134","Gabrb1"
"48135","mCG_141191"
"48136","Olfr20"
"48137","Olfr397"
"48138","mCG_52355"
"48139","Cyp4f13"
"48140","D17H6S56E-5"
"48141","G7e"
"48142","H13"
"48143","mCG_3727"
"48144","Gm10762"
"48145","Zc3h6"
"48146","mCG_147921"
"48147","Bscl2"
"48148","mCG_17850"
"48149","Lsm14b"
"48150","BC040823"
"48151","Gm26566"
"48152","Klhl9"
"48153","mCG_148054"
"48154","C130026I21Rik"
"48155","Irgm1"
"48156","Ifggd3"
"48157","Irgm"
"48158","mCG_19410"
"48159","Cfl1"
"48160","mCG_11768"
"48161","Eif4a1"
"48162","Chrna7"
"48163","mCG_11830"
"48164","Gm6710"
"48165","Gm14391"
"48166","Metap1"
"48167","mCG_21030"
"48168","Gm3173"
"48169","Hspg2"
"48170","Psg16"
"48171","PSG"
"48172","Parva"
"48173","COI"
"48174","Impact"
"48175","Pex5l"
"48176","Pex2"
"48177","mCG_5160"
"48178","Pde4b"
"48179","Dnajb1"
"48180","mCG_11044"
"48181","Vps18"
"48182","4933402E13Rik"
"48183","mCG_21675"
"48184","Dctd"
"48185","Atp2a2"
"48186","mKIAA4195"
"48187","mCG_12168"
"48188","Xpo4"
"48189","Pafah1b1"
"48190","LIS1"
"48191","PAFAH1B1"
"48192","Gpr85"
"48193","mCG_53921"
"48194","mt-Co3"
"48195","Co3"
"48196","COIII"
"48197","COX3"
"48198","COXIII"
"48199","Klhdc9"
"48200","mCG_8649"
"48201","Zfp518b"
"48202","mCG_141317"
"48203","Scgb1b27"
"48204","Abpa"
"48205","Zfp663"
"48206","Gm1008"
"48207","mCG_141890"
"48208","Ccdc153"
"48209","mCG_10722"
"48210","Olfr561"
"48211","mCG_64034"
"48212","Polr2k"
"48213","mCG_1040972"
"48214","Ly6g2"
"48215","BC025446"
"48216","Hk3"
"48217","Pde4b"
"48218","Frrs1"
"48219","1700001K19Rik"
"48220","mCG_11474"
"48221","Proscos"
"48222","1700024N20Rik"
"48223","Prosc"
"48224","mCG_148116"
"48225","Runx1t1"
"48226","mCG_7287"
"48227","Gm17783"
"48228","isec2"
"48229","Olfr1466"
"48230","Olfr784"
"48231","mCG_140966"
"48232","Fam13c"
"48233","Nr1i2"
"48234","mCG_129096"
"48235","Ugt1a6b"
"48236","Ugt1a6a"
"48237","mCG_14318"
"48238","Slc6a12"
"48239","Chat"
"48240","Car9"
"48241","mCG_141072"
"48242","Cd209f"
"48243","mCG_132033"
"48244","L3mbtl1"
"48245","L3mbtl"
"48246","Zfp967"
"48247","Zfp966"
"48248","Zfp968"
"48249","Zfp969"
"48250","4930503L19Rik"
"48251","Mxd4"
"48252","Rsu1"
"48253","mCG_15700"
"48254","Pla2g4a"
"48255","Olfr846"
"48256","Olfr847"
"48257","mCG_66464"
"48258","Tsku"
"48259","Lrrc54"
"48260","mCG_51625"
"48261","Ly6g6f"
"48262","Dcaf4"
"48263","Wdr21"
"48264","Ccn1"
"48265","Cyr61"
"48266","mCG_7789"
"48267","Olfr122"
"48268","Cldn20"
"48269","mCG_52371"
"48270","Olfr317"
"48271","Olfr342"
"48272","mCG_65979"
"48273","Rsrc2"
"48274","Olfr905"
"48275","Serpinc1"
"48276","AT3"
"48277","mCG_9405"
"48278","Rhoa"
"48279","mCG_13026"
"48280","Cd200"
"48281","Ngb"
"48282","Prep"
"48283","mCG_17869"
"48284","Cd40lg"
"48285","Tnlg8b"
"48286","mCG_17341"
"48287","Gne"
"48288","Olfr1186"
"48289","Fcgr2b"
"48290","Slfn8"
"48291","H2al1n"
"48292","EG385328"
"48293","Gm5382"
"48294","Cx3cr1"
"48295","mCG_14129"
"48296","Derl3"
"48297","mCG_3103"
"48298","Rbm5"
"48299","Mospd4"
"48300","mCG_56291"
"48301","Ssr4"
"48302","mCG_8079"
"48303","Prnp"
"48304","Psg17"
"48305","CGM5"
"48306","mCG_130054"
"48307","Calr4"
"48308","Tecr"
"48309","Gpsn2"
"48310","Gpr165"
"48311","Arl6ip1"
"48312","Hyal2"
"48313","Lrch3"
"48314","Foxp1"
"48315","Foxp1a"
"48316","Ifna4"
"48317","mCG_123696"
"48318","mt-Atp8"
"48319","ATP8"
"48320","Atp8"
"48321","ATPase"
"48322","8"
"48323","ATPase8"
"48324","mt-Atp6"
"48325","Olfr94"
"48326","Apcs"
"48327","Sap"
"48328","mCG_1204"
"48329","Rcan2"
"48330","Dscr1l1"
"48331","mCG_51170"
"48332","9130019P16Rik"
"48333","mCG_1036587"
"48334","Zfp957"
"48335","AU017455"
"48336","Cenpa"
"48337","mCG_23505"
"48338","Kcnj8"
"48339","mCG_7001"
"48340","Ist1"
"48341","2400003C14Rik"
"48342","Gzmn"
"48343","GzmN-2"
"48344","Ppp2r2a"
"48345","Knop1"
"48346","2310008H09Rik"
"48347","Camk1"
"48348","mCG_132965"
"48349","Zfr"
"48350","mCG_7210"
"48351","Map2k3os"
"48352","Gm16516"
"48353","Gtlf3a"
"48354","mCG_5866"
"48355","Emd"
"48356","RP23-436K3.2-005"
"48357","Cyth2"
"48358","Pscd2"
"48359","mCG_10321"
"48360","Rhno1"
"48361","5930416I19Rik"
"48362","Mrpl9"
"48363","Olfr1247"
"48364","C3"
"48365","mCG_140909"
"48366","Itgb5"
"48367","mCG_127131"
"48368","Atp5g3"
"48369","mCG_13958"
"48370","Zbtb40"
"48371","Arhgap42"
"48372","mCG_142052"
"48373","Emilin2"
"48374","Madcam1"
"48375","mCG_13392"
"48376","Emp1"
"48377","mCG_22265"
"48378","Nfatc2"
"48379","AI607462"
"48380","Cnpy1"
"48381","9630008K15Rik"
"48382","mCG_56335"
"48383","Tpte"
"48384","mCG_118205"
"48385","Hdac3"
"48386","mCG_128932"
"48387","Aldoart1"
"48388","Ptchd3"
"48389","Pdia6"
"48390","Rnase4"
"48391","Rab1"
"48392","Ndufa12"
"48393","mCG_11204"
"48394","Pcm1"
"48395","mCG_17738"
"48396","Nadsyn1"
"48397","Syvn1"
"48398","Olfr733"
"48399","mCG_55140"
"48400","Tusc2"
"48401","mCG_18883"
"48402","Cyb5a"
"48403","Cyb5"
"48404","mCG_1553"
"48405","Tcf7l1"
"48406","Tcf3"
"48407","Htatip2"
"48408","Emc2"
"48409","4921531G14Rik"
"48410","mKIAA0103"
"48411","Ttc35"
"48412","mCG_16050"
"48413","Ubtf"
"48414","mCG_140722"
"48415","Olfr1451"
"48416","mCG_55172"
"48417","Ankrd39"
"48418","mCG_142618"
"48419","Olfr136"
"48420","Olfr138"
"48421","mCG_1034068"
"48422","Prelid2"
"48423","Nkx6-3"
"48424","mCG_13087"
"48425","Slc39a4"
"48426","Rnase10"
"48427","Rah1"
"48428","mCG_16518"
"48429","Lrp1"
"48430","mCG_17035"
"48431","Prl7a2"
"48432","Ghd18"
"48433","Prlpf"
"48434","mCG_21111"
"48435","Trim7"
"48436","mCG_19414"
"48437","Cep57l1"
"48438","2410017P07Rik"
"48439","Eml4"
"48440","Masp1"
"48441","mCG_128249"
"48442","Rlf"
"48443","mCG_122876"
"48444","Set"
"48445","Aoc1"
"48446","Abp1"
"48447","Gria3"
"48448","Rbm3"
"48449","mCG_116386"
"48450","Traf1"
"48451","Fut1"
"48452","FUT1"
"48453","H"
"48454","mCG_23182"
"48455","Sars"
"48456","Sars1"
"48457","mCG_4072"
"48458","Ms4a19"
"48459","1700025F22Rik"
"48460","Rps6kb1"
"48461","AI987944"
"48462","Atp2b3"
"48463","Lysmd2"
"48464","mCG_1133"
"48465","Zfp956"
"48466","AI894139"
"48467","mCG_140816"
"48468","Flna"
"48469","mCG_21234"
"48470","Prkar2a"
"48471","mCG_16488"
"48472","Adgrb1"
"48473","Olfr566"
"48474","Olfr1496"
"48475","Olfr231"
"48476","Dpf1"
"48477","Neud4"
"48478","mCG_22948"
"48479","Nfatc1"
"48480","Vipr2"
"48481","Psg18"
"48482","Pds5a"
"48483","Ndufb8"
"48484","Hbbt1"
"48485","mCG_141340"
"48486","Olfr734"
"48487","mCG_66458"
"48488","Lcn4"
"48489","mCG_11361"
"48490","Brms1"
"48491","mCG_140478"
"48492","Trav3-3"
"48493","TRAV3-3"
"48494","Chtop"
"48495","2500003M10Rik"
"48496","mCG_22235"
"48497","Ccr2"
"48498","mCG_16379"
"48499","Oprl1"
"48500","mCG_21542"
"48501","Insl3"
"48502","mCG_10367"
"48503","Cisd3"
"48504","Acbd6"
"48505","mCG_14640"
"48506","Zfp592"
"48507","Olfr549"
"48508","Ddx18"
"48509","mCG_1040626"
"48510","Gm14296"
"48511","2210418O10Rik"
"48512","Naa10"
"48513","Ard1"
"48514","Ard1a"
"48515","Ets1"
"48516","mCG_14020"
"48517","Psmd2"
"48518","Olfr593"
"48519","mCG_141498"
"48520","4932443L11Rik"
"48521","mCG_141929"
"48522","Gm12185"
"48523","RP23-14F5.8"
"48524","mCG_53753"
"48525","Zp1"
"48526","mCG_1936"
"48527","Klra23"
"48528","Ly-49W"
"48529","Ly49W"
"48530","Itln1"
"48531","Adra1b"
"48532","mCG_21804"
"48533","Olfr366"
"48534","mCG_60590"
"48535","Zfp970"
"48536","Gm14420"
"48537","OTTMUSG00000016588"
"48538","Glo1"
"48539","Slc22a16"
"48540","mCG_123504"
"48541","Krt77"
"48542","Gtsf2"
"48543","BC048502"
"48544","Pbx1"
"48545","PBX1"
"48546","Slc35d3"
"48547","mCG_147074"
"48548","Mcfd2"
"48549","mCG_15895"
"48550","Rad17"
"48551","mCG_116114"
"48552","Klrc2"
"48553","Spdye4c"
"48554","Gm355"
"48555","SpyB3"
"48556","Slc22a28"
"48557","EG434674"
"48558","Gm5631"
"48559","Capza2"
"48560","mCG_13469"
"48561","Fads3"
"48562","mCG_1954"
"48563","Olfr1415"
"48564","mCG_1047358"
"48565","Pdpk1"
"48566","Nol3"
"48567","mCG_23526"
"48568","Gm3139"
"48569","Taar7e"
"48570","mCG_62623"
"48571","Rap1b"
"48572","mCG_3219"
"48573","Pnmt"
"48574","mCG_21915"
"48575","Lrrc3b"
"48576","mCG_1928"
"48577","Cox7c"
"48578","mCG_1735"
"48579","Esp16"
"48580","100043300"
"48581","Gm4345"
"48582","Atp8a1"
"48583","mKIAA4233"
"48584","mCG_126626"
"48585","Gtf2f2"
"48586","mCG_10600"
"48587","Rbm15b"
"48588","Map1b"
"48589","Mtap1b"
"48590","Coq10a"
"48591","Dnpep"
"48592","Tmem158"
"48593","mCG_140297"
"48594","Olfr1502"
"48595","mCG_55155"
"48596","Psmc3ip"
"48597","mCG_20202"
"48598","Olfr789"
"48599","Lrmp"
"48600","mCG_13301"
"48601","Tradd"
"48602","mCG_23521"
"48603","Olfr204"
"48604","mCG_1038184"
"48605","Cnbp"
"48606","Cnbp1"
"48607","Extl3"
"48608","Ptch1"
"48609","patched"
"48610","c"
"48611","isoform"
"48612","patched"
"48613","e"
"48614","isoform"
"48615","PTCH"
"48616","Dlx3"
"48617","mCG_8462"
"48618","Ppid"
"48619","Tkfc"
"48620","Pisd-ps2"
"48621","mCG_121287"
"48622","Tlr4"
"48623","Ulbp1"
"48624","Ppp4c"
"48625","mCG_22382"
"48626","Fgf17"
"48627","Nrg1"
"48628","Gfm2"
"48629","Mgat3"
"48630","Poli"
"48631","Olfr885"
"48632","Serpinb3a"
"48633","mCG_129038"
"48634","Olfr215"
"48635","1700003E24Rik"
"48636","BC061195"
"48637","Rp23-438h3.2"
"48638","mCG_113671"
"48639","Ctdsp2"
"48640","Impa2"
"48641","mCG_10505"
"48642","Slco6c1"
"48643","mCG_20872"
"48644","Adap1"
"48645","Centa1"
"48646","mCG_23656"
"48647","Fbxw13"
"48648","mCG_140687"
"48649","Olfr1341"
"48650","Otub2"
"48651","Errfi1"
"48652","mCG_1312"
"48653","Cfap69"
"48654","A330021E22Rik"
"48655","mCG_145768"
"48656","Defb4"
"48657","mCG_114475"
"48658","Slc14a2"
"48659","mCG_15475"
"48660","Ankrd12"
"48661","mCG_9056"
"48662","Zfp637"
"48663","Esp24"
"48664","Gm21947"
"48665","Rims2"
"48666","Gzmc"
"48667","mCG_130824"
"48668","Cox4i1"
"48669","mCG_21200"
"48670","Mta1"
"48671","Pde1b"
"48672","Utp14b"
"48673","Src"
"48674","Ccdc169"
"48675","A730037C10Rik"
"48676","Art5"
"48677","Rapsn"
"48678","mCG_13497"
"48679","Nup205"
"48680","Lrrfip1"
"48681","Olfr376"
"48682","mCG_1036230"
"48683","Apex1"
"48684","mCG_16516"
"48685","Spata3"
"48686","Crk"
"48687","mCG_10785"
"48688","Baiap2"
"48689","mCG_15032"
"48690","Pde4d"
"48691","mCG_142316"
"48692","Lysmd4"
"48693","mCG_2184"
"48694","Exosc10"
"48695","p2"
"48696","p3"
"48697","p4"
"48698","PM"
"48699","PM-Scl"
"48700","RRP6"
"48701","Scl-100"
"48702","Vpreb1"
"48703","Rreb1"
"48704","Thnsl1"
"48705","Lce3a"
"48706","Rnf213"
"48707","D11Ertd759e"
"48708","Tmed5"
"48709","Dtymk"
"48710","mCG_12637"
"48711","Ttll13"
"48712","Traj40"
"48713","mCG_146517"
"48714","1700113H08Rik"
"48715","mCG_2311"
"48716","Zfp446"
"48717","Gm5800"
"48718","EG545047"
"48719","Kif1c"
"48720","Klc2"
"48721","Tmem168"
"48722","8430437G11Rik"
"48723","mCG_12227"
"48724","Gm14295"
"48725","Gm14419"
"48726","Gm2004"
"48727","RP23-86F8.3-001"
"48728","Tbc1d22b"
"48729","BC045600"
"48730","mCG_117108"
"48731","Olfr1472"
"48732","Olfr1477"
"48733","Gprc5c"
"48734","RP23-254J18.2-007"
"48735","Zfp764"
"48736","mCG_141843"
"48737","Prkcq"
"48738","mCG_9571"
"48739","Flot1"
"48740","mCG_19908"
"48741","Cd14"
"48742","mCG_124892"
"48743","B4galnt1"
"48744","Galgt1"
"48745","mCG_5175"
"48746","Aldoa"
"48747","mCG_22383"
"48748","Tmem209"
"48749","N4bp2"
"48750","Pdlim3"
"48751","mCG_7019"
"48752","Cdc42ep4"
"48753","Olfr765"
"48754","mCG_140953"
"48755","Tacr2"
"48756","mCG_15760"
"48757","Trp53"
"48758","RP23-56I20.1-002"
"48759","Asb18"
"48760","Myh4"
"48761","B530045E10Rik"
"48762","Mx1"
"48763","Usp18"
"48764","Phex"
"48765","mCG_50807"
"48766","Ccnc"
"48767","Nr4a1"
"48768","mCG_16837"
"48769","S100a4"
"48770","mCG_1040509"
"48771","Prps1l1"
"48772","1700011K15Rik"
"48773","mCG_48722"
"48774","Mageh1"
"48775","mCG_1343"
"48776","Klra1"
"48777","Ly-49A"
"48778","Ly49A"
"48779","mCG_130107"
"48780","Rad51d"
"48781","Rad51l3"
"48782","TRAD/RAD51L3"
"48783","Slc15a2"
"48784","mCG_128233"
"48785","Rxylt1"
"48786","Tmem5"
"48787","mCG_10111"
"48788","Olfr720"
"48789","mCG_140482"
"48790","Fam71f2"
"48791","AI507611"
"48792","GARI"
"48793","mCG_9141"
"48794","Siah3"
"48795","Gm912"
"48796","Hmgn2"
"48797","mCG_1035745"
"48798","mCG_12939"
"48799","mCG_22827"
"48800","Olfr715"
"48801","mCG_1046667"
"48802","Trim30b"
"48803","Il21"
"48804","mCG_12674"
"48805","Olfr203"
"48806","mCG_1038037"
"48807","Olfr815"
"48808","mCG_53380"
"48809","Vmn2r69"
"48810","mCG_59833"
"48811","Atp1b4"
"48812","mCG_1448"
"48813","Mlc1"
"48814","mKIAA0027"
"48815","mCG_125029"
"48816","Tcf7"
"48817","Zfp87"
"48818","mCG_140700"
"48819","Ppm1e"
"48820","Slc35b2"
"48821","Slc35b1"
"48822","Zp3r"
"48823","mCG_2636"
"48824","Npm2"
"48825","Smpd5"
"48826","Gm10345"
"48827","mCG_22096"
"48828","Lats2"
"48829","Slc15a1"
"48830","Zfp280d"
"48831","Suhw4"
"48832","Tex13c3"
"48833","BC049702"
"48834","Cngb1"
"48835","BC016201"
"48836","Sh3gl1"
"48837","mCG_22976"
"48838","1700088E04Rik"
"48839","mCG_13157"
"48840","Rhob"
"48841","mCG_129870"
"48842","Olfr1224-ps1"
"48843","Irf8"
"48844","Mgl2"
"48845","Gpnmb"
"48846","Pitpnc1"
"48847","Trmt1"
"48848","Psg26"
"48849","EG574429"
"48850","Sptbn2"
"48851","Spnb3"
"48852","mCG_8401"
"48853","Zfp623"
"48854","Bsg5"
"48855","mCG_22108"
"48856","Zfp879"
"48857","9630041N07Rik"
"48858","Ccnb1"
"48859","Atp7a"
"48860","Naa15"
"48861","Narg1"
"48862","mCG_22170"
"48863","Metrn"
"48864","mCG_17630"
"48865","2700046G09Rik"
"48866","Ddt"
"48867","mCG_6002"
"48868","St14"
"48869","Krtdap"
"48870","mCG_133483"
"48871","Serpinb9f"
"48872","BC052216"
"48873","Tmed2"
"48874","Impa1"
"48875","Cct8l1"
"48876","Gm443"
"48877","Gm8890"
"48878","Gm8922"
"48879","Il1rn"
"48880","Ppcdc"
"48881","mCG_4000"
"48882","Kif7"
"48883","Esp18"
"48884","Gm20579"
"48885","Tprkb"
"48886","mCG_128691"
"48887","Ubc"
"48888","Pten"
"48889","B430203M17Rik"
"48890","Tfpi"
"48891","Zdhhc18"
"48892","Proz"
"48893","mCG_3707"
"48894","Trpm3"
"48895","Hmgxb4"
"48896","Hmgb2l1"
"48897","Pak1"
"48898","mCG_7049"
"48899","Olfr1564"
"48900","Gm4461"
"48901","Slc12a7"
"48902","mCG_20943"
"48903","Tas2r105"
"48904","Tas2r5"
"48905","Olfr937"
"48906","Htr7"
"48907","Csn1s2a"
"48908","Csng"
"48909","Scaper"
"48910","Zfp291"
"48911","Rxrb"
"48912","Scamp3"
"48913","Olfr1221"
"48914","Blvrb"
"48915","mCG_22763"
"48916","Atp6v0a1"
"48917","mCG_20226"
"48918","Tcta"
"48919","mCG_13017"
"48920","Plpp5"
"48921","Ppapdc1b"
"48922","Btbd35f11"
"48923","Btbd35f9"
"48924","Scamp1"
"48925","mCG_114101"
"48926","Olfr986"
"48927","Dnajc5g"
"48928","Naa10"
"48929","Ard1"
"48930","Ard1a"
"48931","mCG_8092"
"48932","Pla2g2e"
"48933","mCG_9087"
"48934","E2f7"
"48935","Adcy3"
"48936","Ifitm7"
"48937","Mlxip"
"48938","mCG_142189"
"48939","Spa17"
"48940","mCG_4129"
"48941","Klra2"
"48942","Ly49b"
"48943","Gabrg3"
"48944","Olfr1389"
"48945","mCG_63854"
"48946","Prkca"
"48947","Mup2"
"48948","Mup4"
"48949","env"
"48950","Tle6"
"48951","mCG_12101"
"48952","Phc1"
"48953","Gpank1"
"48954","Bat4"
"48955","mCG_15908"
"48956","Ankrd55"
"48957","Hepacam"
"48958","2900042E01Rik"
"48959","mCG_4135"
"48960","Oxsm"
"48961","Stard7"
"48962","Lasp1"
"48963","mCG_21894"
"48964","Zfp467"
"48965","mCG_128033"
"48966","Tcf24"
"48967","Gm10567"
"48968","Tmem273"
"48969","Gypa"
"48970","mCG_10961"
"48971","Olfr739"
"48972","mCG_140372"
"48973","Olfr1145"
"48974","mCG_65524"
"48975","Clcn4"
"48976","Clcn4-2"
"48977","1700013H16Rik"
"48978","mCG_8351"
"48979","Jak3"
"48980","Cep41"
"48981","Tsga14"
"48982","mCG_8302"
"48983","Sdc4"
"48984","mCG_5428"
"48985","Vmn1r230"
"48986","V1re8"
"48987","9130230L23Rik"
"48988","Mrgpre"
"48989","Mgrf"
"48990","mCG_63100"
"48991","Gbe1"
"48992","mCG_127915"
"48993","Icam1"
"48994","Fbxw28"
"48995","Zscan5b"
"48996","Acap3"
"48997","Centb5"
"48998","ND2"
"48999","Olfr523"
"49000","mCG_55819"
"49001","Slc12a1"
"49002","mCG_6138"
"49003","B020031M17Rik"
"49004","Fancd2"
"49005","mCG_132961"
"49006","Gli2"
"49007","Olfr1000"
"49008","Nub1"
"49009","6330412F12Rik"
"49010","mCG_16508"
"49011","Olfr1279"
"49012","mCG_142660"
"49013","Apbb2"
"49014","Olfr740"
"49015","Olfr741"
"49016","Vill"
"49017","mCG_21873"
"49018","Rad50"
"49019","mCG_119249"
"49020","Fcer2a"
"49021","Cd23b"
"49022","mCG_12999"
"49023","Fam161a"
"49024","Tcp10b"
"49025","Ccdc82"
"49026","mCG_15437"
"49027","Slc8a1"
"49028","mCG_140710"
"49029","Ydjc"
"49030","Ccne1"
"49031","D1Pas1"
"49032","mCG_49293"
"49033","Pgr15l"
"49034","mCG_112945"
"49035","Vmn1r84"
"49036","V1rg11"
"49037","mCG_142493"
"49038","Rsl1"
"49039","Zfp280b"
"49040","Suhw2"
"49041","mCG_3125"
"49042","Dhx38"
"49043","Atf3"
"49044","atf3"
"49045","mCG_49507"
"49046","Grhl2"
"49047","Tcfcp2l3"
"49048","Trim63"
"49049","Trim60"
"49050","Glis3"
"49051","Gm14435"
"49052","Gm14440"
"49053","Lcmt1"
"49054","mCG_20988"
"49055","Dlk1"
"49056","Metrn"
"49057","Hyrac"
"49058","Olfr1278"
"49059","mCG_58073"
"49060","Olfr923"
"49061","mCG_64052"
"49062","Olfr190"
"49063","mCG_141738"
"49064","Fam89b"
"49065","Mtvr2"
"49066","mCG_19861"
"49067","Cabp5"
"49068","mCG_22561"
"49069","Cerkl"
"49070","Vmn1r243"
"49071","Gm4133"
"49072","Gm4187"
"49073","Vmn1r253"
"49074","Alox12"
"49075","Zfp217"
"49076","mCG_6549"
"49077","Olfr202"
"49078","mCG_141735"
"49079","H2-T22"
"49080","Hoxb9"
"49081","Nos1ap"
"49082","Nmu"
"49083","mCG_7200"
"49084","Neu3"
"49085","mCG_125227"
"49086","Pde4d"
"49087","Dlx2"
"49088","mCG_19355"
"49089","Fabp1"
"49090","mCG_127278"
"49091","Insl5"
"49092","mCG_16072"
"49093","Hectd4"
"49094","AU042671"
"49095","Gm15800"
"49096","Uts2b"
"49097","Uts2d"
"49098","MHC"
"49099","II"
"49100","H2-IE-beta"
"49101","Homer2"
"49102","Fam227a"
"49103","4933432B09Rik"
"49104","Gmps"
"49105","mCG_6377"
"49106","4930429B21Rik"
"49107","mCG_20267"
"49108","4930596D02Rik"
"49109","Gm10782"
"49110","mCG_1044050"
"49111","Fbxo16"
"49112","BC061237"
"49113","Gm3573"
"49114","mCG_114023"
"49115","Olfr639"
"49116","mCG_141447"
"49117","Defb48"
"49118","Defb42"
"49119","EG432867"
"49120","Bpifb2"
"49121","Bpil1"
"49122","mCG_10476"
"49123","Gm7247"
"49124","EG638695"
"49125","Poteg"
"49126","Gsarp2"
"49127","B4galt4"
"49128","Lpin3"
"49129","mCG_15354"
"49130","Zfp697"
"49131","mCG_1041496"
"49132","Tbc1d17"
"49133","Cast"
"49134","mCG_15003"
"49135","Cabin1"
"49136","mCG_117500"
"49137","D13Ertd608e"
"49138","Gm21762"
"49139","Atp11b"
"49140","mCG_20276"
"49141","Rfpl4b"
"49142","mCG_1377"
"49143","Invs"
"49144","mCG_7381"
"49145","Gata5os"
"49146","Gm14318"
"49147","OTTMUSG00000016300"
"49148","mCG_140075"
"49149","Zfp975"
"49150","EG434179"
"49151","Gm5595"
"49152","Tnpo2"
"49153","Mfge8"
"49154","mCG_6301"
"49155","Gm9933"
"49156","mCG_147971"
"49157","Odf1"
"49158","mCG_122467"
"49159","Nudt13"
"49160","Maco1"
"49161","Tmem57"
"49162","Commd7"
"49163","Klra4"
"49164","Smap1"
"49165","mCG_7897"
"49166","Tdo2"
"49167","tdo"
"49168","variant2"
"49169","TDO2"
"49170","Fmr1"
"49171","Mitf"
"49172","mCG_128488"
"49173","Mcoln3"
"49174","mCG_11814"
"49175","Klra2"
"49176","Unc93a2"
"49177","Gm9992"
"49178","Unc93a"
"49179","Atp5l"
"49180","Olfr671"
"49181","Hoxd11"
"49182","mCG_50911"
"49183","Pnck"
"49184","mCG_8081"
"49185","Lgi1"
"49186","Gm45844"
"49187","Vmn2r29"
"49188","Capn3"
"49189","Bcl2a1b"
"49190","Erich3"
"49191","4922501L14Rik"
"49192","BC007180"
"49193","Serf2"
"49194","Ralbp1"
"49195","mCG_9065"
"49196","Ankrd45"
"49197","mCG_9408"
"49198","Gpm6b"
"49199","mCG_7562"
"49200","4930578I07Rik"
"49201","mCG_148218"
"49202","ND4"
"49203","Tubgcp4"
"49204","D2Ertd435e"
"49205","Bmp3"
"49206","mCG_49584"
"49207","Asf1a"
"49208","mCG_6312"
"49209","Psg19"
"49210","mCG_1255"
"49211","Arntl"
"49212","mCG_123418"
"49213","Gsk3b"
"49214","mCG_129094"
"49215","Klhl17"
"49216","mCG_132182"
"49217","Inpp4b"
"49218","Lemd1"
"49219","mCG_129508"
"49220","Mtmr2"
"49221","Syt6"
"49222","Wdr17"
"49223","Olfr1441"
"49224","mCG_55729"
"49225","Ralgapa2"
"49226","A230067G21Rik"
"49227","Rad21"
"49228","2410002F23Rik"
"49229","mCG_134547"
"49230","Kif2a"
"49231","mCG_9794"
"49232","Nr2e1"
"49233","mCG_18797"
"49234","Mre11a"
"49235","Ctnnd2"
"49236","Vmn1r176"
"49237","Vmn1r170"
"49238","mCG_1031293"
"49239","Ik"
"49240","Bnip2"
"49241","BNIP2alpha"
"49242","mCG_2934"
"49243","Thap3"
"49244","mCG_4089"
"49245","Arf3"
"49246","mCG_18411"
"49247","Pigb"
"49248","Ccpg1"
"49249","Opn3"
"49250","Tom1"
"49251","Olfr1107"
"49252","Olfr896-ps1"
"49253","Zfp777"
"49254","Rpusd3"
"49255","mCG_132976"
"49256","Knl1"
"49257","Rpf1"
"49258","Bxdc5"
"49259","mCG_11812"
"49260","Ptgr2"
"49261","Zadh1"
"49262","Olfr1335"
"49263","Olfr1334-ps1"
"49264","Fn1"
"49265","Hnrnpa3"
"49266","hnRNPA3"
"49267","mCG_1305"
"49268","Gm6882"
"49269","Gm4565"
"49270","4930432M17Rik"
"49271","Agtpbp1"
"49272","Arrb2"
"49273","DN-491F10.4-001"
"49274","mCG_21190"
"49275","NanogPc"
"49276","Brd2"
"49277","Rsph6a"
"49278","Rshl1"
"49279","Ttll10"
"49280","Olfr945"
"49281","Eya3"
"49282","Zfp791"
"49283","EG244556"
"49284","LOC244556"
"49285","mCG_14324"
"49286","or6"
"49287","OR6"
"49288","Prkaa1"
"49289","Spef1l"
"49290","6430531B16Rik"
"49291","HBB1"
"49292","cytb"
"49293","Cbfa2t3"
"49294","Cbfa2t3h"
"49295","mCG_19584"
"49296","Olfr1254"
"49297","Olfr1158"
"49298","mCG_141978"
"49299","Skap1"
"49300","Cep85l"
"49301","Gm9766"
"49302","Mx1"
"49303","H2bc14"
"49304","Hist1h2bm"
"49305","mCG_50239"
"49306","Olfr655"
"49307","mCG_65723"
"49308","Icam1"
"49309","Gm28891"
"49310","Gm20837"
"49311","Gm20838"
"49312","Gm21094"
"49313","Gm21256"
"49314","Gm21739"
"49315","Gm21861"
"49316","Trdmt1"
"49317","Dnmt2"
"49318","mCG_15707"
"49319","Ube2j2"
"49320","mCG_23339"
"49321","Gm48552"
"49322","Dohh"
"49323","mCG_1040719"
"49324","Lonrf2"
"49325","Ube2d3"
"49326","Tnfrsf14"
"49327","mCG_3935"
"49328","Cmtm1"
"49329","Lrrc28"
"49330","mCG_13837"
"49331","Olfr275"
"49332","mCG_140590"
"49333","Olfr382"
"49334","Olfr381"
"49335","mCG_56787"
"49336","Scgb2b27"
"49337","mCG_17492"
"49338","Zfp398"
"49339","mCG_128041"
"49340","Thnsl1"
"49341","Dab2"
"49342","BC043934"
"49343","Gorasp1"
"49344","Parg"
"49345","Olfr229"
"49346","Olfr973"
"49347","Slc12a5"
"49348","Ppt1"
"49349","Rab31"
"49350","Acot4"
"49351","mCG_140566"
